tripduration,starttime,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender,customer_plan
475,2014-05-19 09:03:29,2014-05-19 09:11:24,462,W 22 St & 10 Ave,40.74691959,-74.00451887,523,W 38 St & 8 Ave,40.75466591,-73.99138152,20517,Subscriber,1948,male,""
406,2013-08-19 14:42:29,2013-08-19 14:49:15,311,Norfolk St & Broome St,40.7172274,-73.98802084,291,Madison St & Montgomery St,40.713126,-73.984844,18106,Subscriber,1950,male,""
1290,2017-06-19 01:35:33,2017-06-19 01:57:04,504,1 Ave & E 16 St,40.73221853,-73.98165557,3312,1 Ave & E 94 St,40.7817212,-73.94594,27102,Subscriber,1996,male,""
254,2016-09-25 10:04:19,2016-09-25 10:08:34,3140,1 Ave & E 78 St,40.77140426,-73.9535166,3238,E 80 St & 2 Ave,40.773913902381182,-73.9543953537941,15178,Subscriber,1952,male,""
323,2018-04-03 12:34:36.708,2018-04-03 12:40:00.224,379,W 31 St & 7 Ave,40.749156,-73.9916,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,26888,Subscriber,1997,male,""
683,2017-04-12 08:28:34,2017-04-12 08:39:57,3235,E 41 St & Madison Ave,40.752165280621966,-73.979921936988816,442,W 27 St & 7 Ave,40.746647,-73.993915,19247,Subscriber,1952,female,""
288,2013-07-08 15:46:35,2013-07-08 15:51:23,387,Centre St & Chambers St,40.71273266,-74.0046073,309,Murray St & West St,40.7149787,-74.013012,16902,Subscriber,1996,male,""
443,2017-08-12 15:25:34,2017-08-12 15:32:58,3182,Yankee Ferry Terminal,40.686931,-74.016966,3254,Soissons Landing,40.69231660719192,-74.014865756034851,26094,Subscriber,1952,male,""
348,2015-12-31 11:32:52,2015-12-31 11:38:41,296,Division St & Bowery,40.71413089,-73.9970468,320,Leonard St & Church St,40.717571,-74.005549,17130,Subscriber,1948,male,""
478,2016-04-17 18:40:05,2016-04-17 18:48:03,151,Cleveland Pl & Spring St,40.722103786686034,-73.997249007225037,2003,1 Ave & E 18 St,40.733812191966315,-73.980544209480286,17696,Subscriber,1996,male,""
1802,2014-07-21 11:39:16,2014-07-21 12:09:18,238,Bank St & Washington St,40.7361967,-74.00859207,440,E 45 St & 3 Ave,40.75255434,-73.97282625,14928,Subscriber,1952,male,""
715,2014-05-19 19:01:17,2014-05-19 19:13:12,257,Lispenard St & Broadway,40.71939226,-74.00247214,3002,South End Ave & Liberty St,40.711512,-74.015756,19304,Subscriber,1945,male,""
587,2018-02-24 13:41:29.227,2018-02-24 13:51:16.279,536,1 Ave & E 30 St,40.74144387,-73.97536082,335,Washington Pl & Broadway,40.72903917,-73.99404649,26107,Subscriber,1997,male,""
1057,2016-09-09 16:19:28,2016-09-09 16:37:06,486,Broadway & W 29 St,40.7462009,-73.98855723,515,W 43 St & 10 Ave,40.76009437,-73.99461843,14851,Subscriber,1952,female,""
1217,2016-08-07 13:09:26,2016-08-07 13:29:43,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,237,E 11 St & 2 Ave,40.73047309,-73.98672378,23648,Subscriber,1949,male,""
448,2017-11-01 16:56:35,2017-11-01 17:04:03,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,483,E 12 St & 3 Ave,40.73223272,-73.98889957,27616,Subscriber,1999,male,""
534,2015-10-04 15:40:11,2015-10-04 15:49:06,446,W 24 St & 7 Ave,40.74487634,-73.99529885,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,18105,Subscriber,1938,male,""
733,2018-02-13 15:07:42.984,2018-02-13 15:19:56.863,3244,University Pl & E 8 St,40.73143724085228,-73.994903415441513,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,21713,Subscriber,1940,male,""
666,2017-06-10 18:26:24,2017-06-10 18:37:31,285,Broadway & E 14 St,40.73454567,-73.99074142,476,E 31 St & 3 Ave,40.74394314,-73.97966069,16365,Subscriber,1951,male,""
1779,2016-09-29 13:56:57,2016-09-29 14:26:36,458,11 Ave & W 27 St,40.751396,-74.005226,355,Bayard St & Baxter St,40.71602118,-73.99974372,20357,Subscriber,1998,female,""
375,2017-10-28 09:32:45,2017-10-28 09:39:01,3284,E 88 St & Park Ave,40.781410700190015,-73.95595908164978,3157,East End Ave & E 86 St,40.77518615,-73.94446054,30987,Subscriber,1950,male,""
433,2014-06-05 17:50:43,2014-06-05 17:57:56,358,Christopher St & Greenwich St,40.73291553,-74.00711384,280,E 10 St & 5 Ave,40.73331967,-73.99510132,16356,Subscriber,1941,male,""
401,2016-08-14 12:37:23,2016-08-14 12:44:04,3367,5 Ave & E 103 St,40.7922553,-73.95249933,3294,E 91 St & Park Ave,40.7835016,-73.955327,20791,Subscriber,1997,female,""
2234,2017-08-13 13:51:31,2017-08-13 14:28:46,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3165,Central Park West & W 72 St,40.775793766836657,-73.9762057363987,29922,Customer,1997,male,""
2373,2013-09-25 17:35:14,2013-09-25 18:14:47,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,17917,Subscriber,1951,female,""
542,2017-10-05 10:05:40,2017-10-05 10:14:43,174,E 25 St & 1 Ave,40.7381765,-73.97738662,3463,E 16 St & Irving Pl,40.735367055605394,-73.987973928451538,30137,Subscriber,1997,female,""
555,2015-07-15 17:16:32,2015-07-15 17:25:47,474,5 Ave & E 29 St,40.7451677,-73.98683077,536,1 Ave & E 30 St,40.74144387,-73.97536082,20617,Subscriber,1996,female,""
635,2018-05-06 18:16:23.838,2018-05-06 18:26:59.360,3344,Pioneer St & Van Brunt St,40.679043,-74.011169,3384,Smith St & 3 St,40.6787242,-73.99599099,33010,Subscriber,1996,female,""
1199,2013-10-01 12:35:19,2013-10-01 12:55:18,477,W 41 St & 8 Ave,40.75640548,-73.9900262,478,11 Ave & W 41 St,40.76030096,-73.99884222,18252,Subscriber,1952,male,""
409,2013-09-25 16:20:19,2013-09-25 16:27:08,247,Perry St & Bleecker St,40.73535398,-74.00483091,254,W 11 St & 6 Ave,40.73532427,-73.99800419,18151,Subscriber,1946,female,""
902,2013-07-10 07:42:46,2013-07-10 07:57:48,348,W Broadway & Spring St,40.72490985,-74.00154702,444,Broadway & W 24 St,40.7423543,-73.98915076,14821,Subscriber,1944,male,""
619,2018-05-04 13:18:36.443,2018-05-04 13:28:56.175,448,W 37 St & 10 Ave,40.75660359,-73.9979009,526,E 33 St & 5 Ave,40.74765947,-73.98490707,25232,Subscriber,1999,male,""
877,2017-08-02 12:30:16,2017-08-02 12:44:54,504,1 Ave & E 16 St,40.73221853,-73.98165557,3263,Cooper Square & E 7 St,40.729236499100061,-73.990868031978607,21268,Subscriber,1950,male,""
128,2015-06-29 20:34:00,2015-06-29 20:36:00,545,E 23 St & 1 Ave,40.736502,-73.97809472,545,E 23 St & 1 Ave,40.736502,-73.97809472,18048,Subscriber,1947,male,""
592,2018-05-18 06:49:05.053,2018-05-18 06:58:57.130,3122,48 Ave & 5 St,40.744363287066875,-73.9558732509613,3221,47 Ave & 31 St,40.743,-73.93561,19164,Subscriber,1949,male,""
168,2016-03-16 10:40:49,2016-03-16 10:43:38,507,E 25 St & 2 Ave,40.73912601,-73.97973776,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,23156,Subscriber,1996,male,""
593,2014-02-24 19:24:43,2014-02-24 19:34:36,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,276,Duane St & Greenwich St,40.71748752,-74.0104554,21423,Subscriber,1946,male,""
336,2018-01-17 17:20:43.899,2018-01-17 17:26:20.195,312,Allen St & Stanton St,40.722055,-73.989111,342,Columbia St & Rivington St,40.71739973,-73.98016555,30459,Subscriber,1948,male,""
748,2017-11-18 10:56:59,2017-11-18 11:09:27,331,Pike St & Monroe St,40.71173107,-73.99193043,259,South St & Whitehall St,40.70122128,-74.01234218,17821,Subscriber,1999,male,""
1354,2017-05-16 17:41:03,2017-05-16 18:03:37,127,Barrow St & Hudson St,40.73172428,-74.00674436,485,W 37 St & 5 Ave,40.75038009,-73.98338988,27252,Subscriber,1951,male,""
302,2018-04-05 17:00:28.381,2018-04-05 17:05:31.336,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,3263,Cooper Square & Astor Pl,40.729514962249489,-73.990752696990967,21548,Subscriber,1997,male,""
950,2015-10-16 11:46:26,2015-10-16 12:02:17,379,W 31 St & 7 Ave,40.749156,-73.9916,447,8 Ave & W 52 St,40.76370739,-73.9851615,24729,Subscriber,1951,male,""
898,2018-05-30 06:27:25.748,2018-05-30 06:42:24.411,3319,14 St & 5 Ave,40.666287,-73.98895053,3402,Court St & State St,40.6902375,-73.99203074,28808,Subscriber,1948,female,""
551,2015-05-06 17:45:50,2015-05-06 17:55:01,501,FDR Drive & E 35 St,40.744219,-73.97121214,487,E 20 St & FDR Drive,40.73314259,-73.97573881,21083,Subscriber,1949,male,""
569,2017-10-07 01:19:51,2017-10-07 01:29:20,410,Suffolk St & Stanton St,40.72066442,-73.98517977,433,E 13 St & Avenue A,40.72955361,-73.98057249,20841,Subscriber,1996,male,""
528,2016-02-04 13:05:39,2016-02-04 13:14:27,216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,310,State St & Smith St,40.68926942,-73.98912867,16659,Subscriber,1952,male,""
782,2018-05-21 12:27:29.672,2018-05-21 12:40:31.994,3653,31 St & 35 Ave,40.758204646967577,-73.928321599960327,3572,34 Ave & 38 St,40.756913,-73.921631,19509,Subscriber,1996,male,""
565,2018-01-18 14:50:50.661,2018-01-18 15:00:16.586,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,3632,E 12 St & Avenue B,40.728048571362606,-73.978811502456665,32421,Subscriber,1996,male,""
888,2017-08-29 11:11:14,2017-08-29 11:26:02,307,Canal St & Rutgers St,40.71427487,-73.98990025,342,Columbia St & Rivington St,40.71739973,-73.98016555,30384,Subscriber,1937,male,""
768,2015-11-09 14:27:18,2015-11-09 14:40:07,253,W 13 St & 5 Ave,40.73543934,-73.99453948,489,10 Ave & W 28 St,40.75066386,-74.00176802,23360,Subscriber,1996,female,""
644,2013-08-03 12:18:26,2013-08-03 12:29:10,257,Lispenard St & Broadway,40.71939226,-74.00247214,3002,South End Ave & Liberty St,40.711512,-74.015756,17809,Subscriber,1945,male,""
587,2017-04-05 07:34:49,2017-04-05 07:44:36,509,9 Ave & W 22 St,40.7454973,-74.00197139,540,Lexington Ave & E 29 St,40.743115553764859,-73.982153534889221,25049,Subscriber,1951,male,""
1008,2017-10-25 00:04:19,2017-10-25 00:21:07,453,W 22 St & 8 Ave,40.74475148,-73.99915362,498,Broadway & W 32 St,40.74854862,-73.98808416,29159,Subscriber,1951,male,""
879,2016-07-14 08:00:39,2016-07-14 08:15:18,265,Stanton St & Chrystie St,40.72229346,-73.99147535,332,Cherry St,40.71219906,-73.97948148,17989,Subscriber,1945,female,""
1276,2014-04-26 17:24:31,2014-04-26 17:45:47,295,Pike St & E Broadway,40.71406667,-73.99293911,279,Sands St & Gold St,40.69986937,-73.98271933,18153,Subscriber,1949,male,""
483,2018-05-16 07:44:28.596,2018-05-16 07:52:32.585,482,W 15 St & 7 Ave,40.73935542,-73.99931783,212,W 16 St & The High Line,40.74334935,-74.00681753,31214,Subscriber,1947,male,""
1007,2018-05-19 16:53:05.458,2018-05-19 17:09:53.069,79,Franklin St & W Broadway,40.71911552,-74.00666661,531,Forsyth St & Broome St,40.71893904,-73.99266288,32184,Subscriber,1996,male,""
338,2018-04-24 13:04:15.172,2018-04-24 13:09:53.838,303,Mercer St & Spring St,40.72362738,-73.99949601,3474,6 Ave & Spring St,40.7252556952547,-74.004120826721191,31145,Subscriber,1996,male,""
661,2016-03-04 17:21:08,2016-03-04 17:32:09,523,W 38 St & 8 Ave,40.75466591,-73.99138152,480,W 53 St & 10 Ave,40.76669671,-73.99061728,24104,Subscriber,1998,male,""
579,2014-07-01 09:55:06,2014-07-01 10:04:45,79,Franklin St & W Broadway,40.71911552,-74.00666661,386,Centre St & Worth St,40.71494807,-74.00234482,21539,Subscriber,1952,male,""
558,2014-09-14 08:59:51,2014-09-14 09:09:09,302,Avenue D & E 3 St,40.72082834,-73.97793172,295,Pike St & E Broadway,40.71406667,-73.99293911,21365,Subscriber,1951,male,""
998,2015-07-14 22:29:42,2015-07-14 22:46:20,521,8 Ave & W 31 St,40.750967348715982,-73.994442075490952,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,22140,Subscriber,1950,male,""
1580,2015-11-28 09:46:03,2015-11-28 10:12:24,259,South St & Whitehall St,40.70122128,-74.01234218,315,South St & Gouverneur Ln,40.70355377,-74.00670227,22501,Subscriber,1942,male,""
1027,2016-06-11 13:00:23,2016-06-11 13:17:30,432,E 7 St & Avenue A,40.72621788,-73.98379855,128,MacDougal St & Prince St,40.72710258,-74.00297088,14921,Subscriber,1950,male,""
1426,2014-09-04 12:18:57,2014-09-04 12:42:43,526,E 33 St & 5 Ave,40.74765947,-73.98490707,462,W 22 St & 10 Ave,40.74691959,-74.00451887,16124,Subscriber,1947,male,""
793,2014-08-06 09:44:05,2014-08-06 09:57:18,160,E 37 St & Lexington Ave,40.748238,-73.978311,483,E 12 St & 3 Ave,40.73223272,-73.98889957,18900,Subscriber,1949,female,""
1250,2014-08-25 15:08:01,2014-08-25 15:28:51,502,Henry St & Grand St,40.714215,-73.981346,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,17883,Subscriber,1948,male,""
893,2015-07-18 10:21:08,2015-07-18 10:36:02,315,South St & Gouverneur Ln,40.70355377,-74.00670227,291,Madison St & Montgomery St,40.713126,-73.984844,15221,Subscriber,1996,unknown,""
478,2013-10-17 17:34:51,2013-10-17 17:42:49,426,West St & Chambers St,40.71754834,-74.01322069,3002,South End Ave & Liberty St,40.711512,-74.015756,19347,Subscriber,1997,female,""
1054,2017-08-24 19:08:33,2017-08-24 19:26:07,3342,Pioneer St & Richards St,40.6777748,-74.0094613,3368,5 Ave & 3 St,40.6728155,-73.98352355,30119,Subscriber,2001,male,""
172,2013-09-29 08:47:46,2013-09-29 08:50:38,457,Broadway & W 58 St,40.76695317,-73.98169333,352,W 56 St & 6 Ave,40.76340613,-73.97722479,16809,Subscriber,1951,male,""
433,2017-08-02 19:30:53,2017-08-02 19:38:06,280,E 10 St & 5 Ave,40.73331967,-73.99510132,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,30109,Customer,1999,male,""
1073,2016-08-16 15:38:52,2016-08-16 15:56:45,347,Greenwich St & W Houston St,40.728846,-74.008591,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,15056,Subscriber,1949,male,""
1118,2018-05-26 09:23:37.719,2018-05-26 09:42:15.908,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,31562,Subscriber,1996,male,""
1434,2017-09-03 16:52:44,2017-09-03 17:16:39,394,E 9 St & Avenue C,40.72521311,-73.97768752,440,E 45 St & 3 Ave,40.75255434,-73.97282625,14540,Subscriber,1997,male,""
361,2018-01-12 10:05:05.619,2018-01-12 10:11:07.481,3435,Grand St & Elizabeth St,40.718822,-73.99596,296,Division St & Bowery,40.71413089,-73.9970468,16553,Subscriber,1947,male,""
940,2016-06-24 12:11:18,2016-06-24 12:26:58,164,E 47 St & 2 Ave,40.75323098,-73.97032517,466,W 25 St & 6 Ave,40.74395411,-73.99144871,16762,Subscriber,1948,male,""
1517,2017-04-19 17:54:10,2017-04-19 18:19:27,3167,Amsterdam Ave & W 73 St,40.779668090073123,-73.980930447578416,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,28309,Subscriber,1952,female,""
306,2017-11-28 17:40:03,2017-11-28 17:45:09,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,2003,1 Ave & E 18 St,40.733812191966315,-73.980544209480286,29690,Subscriber,1952,male,""
312,2014-02-25 20:31:22,2014-02-25 20:36:34,423,W 54 St & 9 Ave,40.76584941,-73.98690506,515,W 43 St & 10 Ave,40.76009437,-73.99461843,17727,Subscriber,1951,male,""
556,2016-07-21 23:51:10,2016-07-22 00:00:27,3002,South End Ave & Liberty St,40.711512,-74.015756,257,Lispenard St & Broadway,40.71939226,-74.00247214,25552,Subscriber,1951,male,""
240,2013-08-20 17:05:34,2013-08-20 17:09:34,524,W 43 St & 6 Ave,40.75527307,-73.98316936,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,16242,Subscriber,1950,male,""
246,2015-11-09 15:49:48,2015-11-09 15:53:55,485,W 37 St & 5 Ave,40.75038009,-73.98338988,474,5 Ave & E 29 St,40.7451677,-73.98683077,16834,Subscriber,1951,male,""
492,2017-04-11 08:06:55,2017-04-11 08:15:08,504,1 Ave & E 16 St,40.73221853,-73.98165557,3244,University Pl & E 8 St,40.73143724085228,-73.994903415441513,16774,Subscriber,1996,female,""
187,2017-12-17 17:34:40,2017-12-17 17:37:48,412,Forsyth St & Canal St,40.7158155,-73.99422366,531,Forsyth St & Broome St,40.71893904,-73.99266288,18769,Subscriber,1996,male,""
252,2018-04-04 09:21:23.013,2018-04-04 09:25:35.186,432,E 7 St & Avenue A,40.72621788,-73.98379855,3263,Cooper Square & Astor Pl,40.729514962249489,-73.990752696990967,21632,Subscriber,1997,female,""
276,2015-08-31 22:31:20,2015-08-31 22:35:56,488,W 39 St & 9 Ave,40.75645824,-73.99372222,525,W 34 St & 11 Ave,40.75594159,-74.0021163,22265,Subscriber,1952,male,""
252,2017-10-18 16:01:57,2017-10-18 16:06:09,268,Howard St & Centre St,40.71910537,-73.99973337,3435,Grand St & Elizabeth St,40.718822,-73.99596,27734,Subscriber,1950,female,""
366,2017-08-14 16:41:13,2017-08-14 16:47:20,322,Clinton St & Tillary St,40.696192,-73.991218,217,Old Fulton St,40.70277159,-73.99383605,28561,Subscriber,1948,female,""
750,2015-10-15 12:31:11,2015-10-15 12:43:42,472,E 32 St & Park Ave,40.7457121,-73.98194829,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,20548,Subscriber,1952,male,""
550,2014-07-19 12:09:54,2014-07-19 12:19:04,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,18386,Subscriber,1997,male,""
1376,2013-09-11 09:14:04,2013-09-11 09:37:00,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,387,Centre St & Chambers St,40.71273266,-74.0046073,17590,Subscriber,1951,male,""
782,2017-11-21 14:54:44,2017-11-21 15:07:46,455,1 Ave & E 44 St,40.75001986,-73.96905301,485,W 37 St & 5 Ave,40.75038009,-73.98338988,20733,Subscriber,1947,male,""
1558,2015-02-07 16:44:00,2015-02-07 17:10:00,448,W 37 St & 10 Ave,40.75660359,-73.9979009,229,Great Jones St,40.72743423,-73.99379025,16967,Subscriber,1951,male,""
674,2018-03-25 10:42:49.935,2018-03-25 10:54:04.046,519,Pershing Square North,40.751873,-73.977706,3263,Cooper Square & Astor Pl,40.729514962249489,-73.990752696990967,28211,Subscriber,1998,male,""
1984,2016-08-26 10:15:42,2016-08-26 10:48:47,332,Cherry St,40.71219906,-73.97948148,3258,W 27 St & 10 Ave,40.750181563256831,-74.002184271812439,15559,Subscriber,1946,male,""
350,2013-12-05 15:09:21,2013-12-05 15:15:11,386,Centre St & Worth St,40.71494807,-74.00234482,147,Greenwich St & Warren St,40.71542197,-74.01121978,19736,Subscriber,1950,male,""
658,2014-09-03 18:15:04,2014-09-03 18:26:02,530,11 Ave & W 59 St,40.771522,-73.990541,529,W 42 St & 8 Ave,40.7575699,-73.99098507,17336,Subscriber,1948,male,""
487,2017-08-15 20:19:56,2017-08-15 20:28:04,127,Barrow St & Hudson St,40.73172428,-74.00674436,229,Great Jones St,40.72743423,-73.99379025,25218,Subscriber,1952,male,""
356,2017-10-25 17:14:34,2017-10-25 17:20:31,345,W 13 St & 6 Ave,40.73649403,-73.99704374,470,W 20 St & 8 Ave,40.74345335,-74.00004031,26016,Subscriber,1996,male,""
1221,2014-06-19 13:40:54,2014-06-19 14:01:15,306,Cliff St & Fulton St,40.70823502,-74.00530063,251,Mott St & Prince St,40.72317958,-73.99480012,19930,Subscriber,1949,female,""
659,2016-09-22 17:00:26,2016-09-22 17:11:25,3421,Hoyt St & Warren St,40.6843549,-73.98901629,3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,22647,Subscriber,1950,male,""
809,2015-04-09 08:03:27,2015-04-09 08:16:56,127,Barrow St & Hudson St,40.73172428,-74.00674436,442,W 27 St & 7 Ave,40.746647,-73.993915,15679,Subscriber,1947,male,""
2140,2015-12-11 14:44:06,2015-12-11 15:19:47,302,Avenue D & E 3 St,40.72082834,-73.97793172,525,W 34 St & 11 Ave,40.75594159,-74.0021163,22584,Subscriber,1951,male,""
310,2016-03-10 15:59:04,2016-03-10 16:04:15,332,Cherry St,40.71219906,-73.97948148,350,Clinton St & Grand St,40.71559509,-73.9870295,22552,Subscriber,1952,male,""
1666,2017-07-04 13:19:31,2017-07-04 13:47:18,3350,W 100 St & Broadway,40.7973721,-73.97041192,423,W 54 St & 9 Ave,40.76584941,-73.98690506,15946,Customer,1999,male,""
522,2017-10-25 13:27:16,2017-10-25 13:35:59,523,W 38 St & 8 Ave,40.75466591,-73.99138152,3235,E 41 St & Madison Ave,40.752165280621966,-73.979921936988816,31273,Subscriber,1999,female,""
226,2015-04-01 12:17:14,2015-04-01 12:21:01,294,Washington Square E,40.73049393,-73.9957214,483,E 12 St & 3 Ave,40.73223272,-73.98889957,16125,Subscriber,1996,male,""
269,2017-10-19 19:56:50,2017-10-19 20:01:20,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,545,E 23 St & 1 Ave,40.736502,-73.97809472,16394,Subscriber,1998,male,""
649,2018-05-14 23:18:40.714,2018-05-14 23:29:30.452,518,E 39 St & 2 Ave,40.74780373,-73.9734419,433,E 13 St & Avenue A,40.72955361,-73.98057249,28556,Subscriber,1996,male,""
256,2016-06-13 08:32:27,2016-06-13 08:36:43,469,Broadway & W 53 St,40.76344058,-73.98268129,72,W 52 St & 11 Ave,40.76727216,-73.99392888,24069,Subscriber,1947,male,""
609,2018-01-30 07:44:14.331,2018-01-30 07:54:24.276,3168,Central Park West & W 85 St,40.78472675,-73.96961715,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,31989,Subscriber,1952,male,""
359,2017-10-01 20:01:15,2017-10-01 20:07:15,285,Broadway & E 14 St,40.73454567,-73.99074142,317,E 6 St & Avenue B,40.72453734,-73.98185424,25130,Subscriber,1997,male,""
380,2014-10-24 09:58:36,2014-10-24 10:04:56,516,E 47 St & 1 Ave,40.75206862,-73.96784384,517,Pershing Square South,40.751581,-73.97791,19174,Subscriber,1941,male,""
1575,2016-04-16 18:50:11,2016-04-16 19:16:27,415,Pearl St & Hanover Square,40.7047177,-74.00926027,2004,6 Ave & Broome St,40.724399,-74.004704,19093,Subscriber,1996,female,""
1701,2014-05-16 13:09:19,2014-05-16 13:37:40,127,Barrow St & Hudson St,40.73172428,-74.00674436,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,20937,Subscriber,1996,male,""
442,2018-05-01 13:45:27.544,2018-05-01 13:52:50.181,3632,E 12 St & Avenue B,40.728048571362606,-73.978811502456665,229,Great Jones St,40.72743423,-73.99379025,26919,Subscriber,1997,male,""
220,2015-03-19 07:45:00,2015-03-19 07:49:00,278,Concord St & Bridge St,40.69766564,-73.98476437,392,Jay St & Tech Pl,40.695065,-73.987167,18796,Subscriber,1998,male,""
498,2017-08-23 14:35:11,2017-08-23 14:43:30,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,21039,Subscriber,1940,male,""
713,2017-09-11 08:03:55,2017-09-11 08:15:48,3176,W 64 St & West End Ave,40.77452835,-73.98753759,3438,E 76 St & 3 Ave,40.772248537721744,-73.958421349525452,21404,Subscriber,2000,male,""
597,2017-08-03 11:11:31,2017-08-03 11:21:28,3082,Hope St & Union Ave,40.71167351,-73.95141312,3112,Milton St & Franklin St,40.72906,-73.95779,16065,Subscriber,1997,female,""
506,2018-01-22 10:25:50.954,2018-01-22 10:34:17.301,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,3244,University Pl & E 8 St,40.73143724085228,-73.994903415441513,29956,Subscriber,1998,male,""
143,2017-10-16 08:28:26,2017-10-16 08:30:49,3489,Gold St & Frankfort St,40.710699946313873,-74.003541469573975,279,Peck Slip & Front St,40.707873,-74.00167,20970,Subscriber,1996,male,""
916,2015-08-30 23:05:26,2015-08-30 23:20:43,486,Broadway & W 29 St,40.7462009,-73.98855723,348,W Broadway & Spring St,40.72490985,-74.00154702,17418,Subscriber,1942,male,""
2143,2016-03-26 14:21:12,2016-03-26 14:56:55,315,South St & Gouverneur Ln,40.70355377,-74.00670227,439,E 4 St & 2 Ave,40.7262807,-73.98978041,20633,Subscriber,1951,male,""
