tripduration,starttime,stoptime,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bikeid,usertype,birth_year,gender,customer_plan
362,2016-02-23 07:19:15,2016-02-23 07:25:18,517,Pershing Square South,40.751581,-73.97791,362,Broadway & W 37 St,40.75172632,-73.98753523,18059,Subscriber,1946,male,""
868,2017-08-02 14:08:28,2017-08-02 14:22:56,3463,E 16 St & Irving Pl,40.735367055605394,-73.987973928451538,297,E 15 St & 3 Ave,40.734232,-73.986923,16792,Subscriber,1952,male,""
748,2014-08-27 10:20:25,2014-08-27 10:32:53,342,Columbia St & Rivington St,40.71739973,-73.98016555,326,E 11 St & 1 Ave,40.72953837,-73.98426726,15602,Subscriber,1942,male,""
452,2016-01-13 19:17:03,2016-01-13 19:24:36,520,W 52 St & 5 Ave,40.75992262,-73.97648516,3136,5 Ave & E 63 St,40.76650452,-73.97147595,15521,Subscriber,1948,male,""
251,2016-07-14 14:25:02,2016-07-14 14:29:13,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,247,Perry St & Bleecker St,40.73535398,-74.00483091,19566,Subscriber,1999,male,""
244,2017-08-30 17:12:37,2017-08-30 17:16:41,433,E 13 St & Avenue A,40.72955361,-73.98057249,461,E 20 St & 2 Ave,40.73587678,-73.98205027,21308,Subscriber,1996,male,""
437,2015-12-24 13:08:16,2015-12-24 13:15:34,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,15746,Subscriber,1952,male,""
594,2016-06-02 12:56:50,2016-06-02 13:06:44,3230,Penn Station Valet,40.751283596962296,-73.99692445993422,153,E 40 St & 5 Ave,40.752062307,-73.9816324043,25241,Subscriber,1938,male,""
159,2016-08-20 20:17:39,2016-08-20 20:20:19,3285,W 87 St  & Amsterdam Ave,40.78839,-73.9747,3287,W 87 St & West End Ave,40.790261,-73.977131,17532,Subscriber,1945,male,""
1726,2018-04-13 16:23:11.564,2018-04-13 16:51:57.712,3143,5 Ave & E 78 St,40.776321421822708,-73.964273929595947,3143,5 Ave & E 78 St,40.776321421822708,-73.964273929595947,32511,Customer,1998,female,""
2194,2014-04-02 13:46:01,2014-04-02 14:22:35,304,Broadway & Battery Pl,40.70463334,-74.01361706,501,FDR Drive & E 35 St,40.744219,-73.97121214,19467,Subscriber,1952,female,""
1287,2014-08-24 11:33:07,2014-08-24 11:54:34,223,W 13 St & 7 Ave,40.73781509,-73.99994661,394,E 9 St & Avenue C,40.72521311,-73.97768752,16883,Subscriber,1951,female,""
328,2016-03-12 16:03:56,2016-03-12 16:09:24,348,W Broadway & Spring St,40.72490985,-74.00154702,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,15481,Subscriber,1948,male,""
1527,2014-06-18 19:15:09,2014-06-18 19:40:36,311,Norfolk St & Broome St,40.7172274,-73.98802084,311,Norfolk St & Broome St,40.7172274,-73.98802084,16613,Subscriber,1950,male,""
352,2017-10-25 09:38:20,2017-10-25 09:44:13,516,E 47 St & 1 Ave,40.75206862,-73.96784384,517,Pershing Square South,40.751581,-73.97791,32008,Subscriber,1941,male,""
1634,2016-03-30 09:36:35,2016-03-30 10:03:49,519,Pershing Square North,40.751873,-73.977706,355,Bayard St & Baxter St,40.71602118,-73.99974372,23390,Subscriber,1951,male,""
431,2017-06-30 06:57:09,2017-06-30 07:04:20,3256,Pier 40 - Hudson River Park,40.7277140777778,-74.011295735836029,346,Bank St & Hudson St,40.73652889,-74.00618026,18375,Subscriber,1950,female,""
453,2018-01-24 07:46:08.818,2018-01-24 07:53:41.981,3632,E 12 St & Avenue B,40.728048571362606,-73.978811502456665,3244,University Pl & E 8 St,40.73143724085228,-73.994903415441513,16627,Subscriber,1997,male,""
553,2014-09-04 10:34:44,2014-09-04 10:43:57,408,Market St & Cherry St,40.71076228,-73.99400398,315,South St & Gouverneur Ln,40.70355377,-74.00670227,19873,Subscriber,1951,female,""
105,2018-03-15 08:14:59.957,2018-03-15 08:16:45.828,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,415,Pearl St & Hanover Square,40.7047177,-74.00926027,30877,Subscriber,1999,male,""
501,2017-05-01 20:46:00,2017-05-01 20:54:21,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,15409,Subscriber,1997,male,""
497,2015-11-10 10:14:44,2015-11-10 10:23:02,382,University Pl & E 14 St,40.73492695,-73.99200509,301,E 2 St & Avenue B,40.72217444,-73.98368779,23812,Subscriber,1935,male,""
572,2016-08-30 12:16:52,2016-08-30 12:26:25,359,E 47 St & Park Ave,40.75510267,-73.97498696,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,16610,Subscriber,1996,male,""
134,2017-12-29 13:57:34,2017-12-29 13:59:49,3653,31 St & 35 Ave,40.758204646967577,-73.928321599960327,3593,31 St & Broadway,40.761584,-73.925921,31190,Subscriber,2000,male,""
300,2014-03-27 10:43:07,2014-03-27 10:48:07,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,410,Suffolk St & Stanton St,40.72066442,-73.98517977,18088,Subscriber,1952,male,""
629,2016-02-02 15:02:22,2016-02-02 15:12:52,545,E 23 St & 1 Ave,40.736502,-73.97809472,3244,University Pl & E 8 St,40.73143724085228,-73.994903415441513,18896,Subscriber,1948,male,""
505,2013-08-08 16:45:07,2013-08-08 16:53:32,316,Fulton St & William St,40.70955958,-74.00653609,331,Pike St & Monroe St,40.71173107,-73.99193043,20549,Subscriber,1946,male,""
1021,2017-09-20 18:12:51,2017-09-20 18:29:52,462,W 22 St & 10 Ave,40.74691959,-74.00451887,3467,W Broadway & Spring Street,40.724946723594158,-74.00165855884552,26786,Subscriber,1998,female,""
674,2018-04-29 08:48:00.507,2018-04-29 08:59:14.663,3121,Jackson Ave & 46 Rd,40.74524768,-73.94733276,3570,35 Ave & 37 St,40.7557327,-73.9236611,29044,Subscriber,1887,unknown,""
970,2016-06-11 14:05:40,2016-06-11 14:21:50,459,W 20 St & 11 Ave,40.746745,-74.007756,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,16463,Subscriber,1996,female,""
594,2017-12-21 06:40:12,2017-12-21 06:50:07,519,Pershing Square North,40.751873,-73.977706,3263,Cooper Square & Astor Pl,40.729514962249489,-73.990752696990967,20235,Subscriber,1998,male,""
310,2016-08-04 12:05:52,2016-08-04 12:11:03,3156,E 72 St & York Ave,40.76663814,-73.95348296,3151,E 81 St & York Ave,40.7728384,-73.94989233,21021,Subscriber,1952,male,""
971,2015-09-19 10:19:31,2015-09-19 10:35:42,332,Cherry St,40.71219906,-73.97948148,337,Old Slip & Front St,40.7037992,-74.00838676,18589,Subscriber,1947,female,""
2055,2018-01-20 16:16:06.241,2018-01-20 16:50:21.478,450,W 49 St & 8 Ave,40.76227205,-73.98788205,347,Greenwich St & W Houston St,40.728846,-74.008591,33113,Subscriber,1999,male,""
1517,2017-06-19 10:45:26,2017-06-19 11:10:44,459,W 20 St & 11 Ave,40.746745,-74.007756,174,E 25 St & 1 Ave,40.7381765,-73.97738662,27164,Subscriber,1948,male,""
488,2014-08-06 23:34:33,2014-08-06 23:42:41,326,E 11 St & 1 Ave,40.72953837,-73.98426726,229,Great Jones St,40.72743423,-73.99379025,16052,Subscriber,1945,male,""
242,2016-02-09 08:04:12,2016-02-09 08:08:14,151,Cleveland Pl & Spring St,40.722103786686034,-73.997249007225037,355,Bayard St & Baxter St,40.71602118,-73.99974372,22408,Subscriber,1948,male,""
1418,2014-09-08 19:24:34,2014-09-08 19:48:12,461,E 20 St & 2 Ave,40.73587678,-73.98205027,315,South St & Gouverneur Ln,40.70355377,-74.00670227,21191,Subscriber,1949,female,""
704,2015-06-08 19:59:00,2015-06-08 20:11:00,403,E 2 St & 2 Ave,40.72502876,-73.99069656,280,E 10 St & 5 Ave,40.73331967,-73.99510132,16175,Subscriber,1951,male,""
906,2014-12-10 18:44:13,2014-12-10 18:59:19,316,Fulton St & William St,40.70955958,-74.00653609,3002,South End Ave & Liberty St,40.711512,-74.015756,17939,Subscriber,1950,female,""
373,2017-05-26 16:57:16,2017-05-26 17:03:30,72,W 52 St & 11 Ave,40.76727216,-73.99392888,469,Broadway & W 53 St,40.76344058,-73.98268129,19524,Subscriber,1947,male,""
211,2017-12-05 15:58:22,2017-12-05 16:01:53,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,297,E 15 St & 3 Ave,40.734232,-73.986923,31000,Subscriber,1996,male,""
532,2018-01-22 10:23:05.560,2018-01-22 10:31:57.586,494,W 26 St & 8 Ave,40.74734825,-73.99723551,496,E 16 St & 5 Ave,40.73726186,-73.99238967,33460,Subscriber,2000,male,""
777,2015-05-30 10:08:17,2015-05-30 10:21:14,2010,Grand St & Greene St,40.72165481,-74.00234737,237,E 11 St & 2 Ave,40.73047309,-73.98672378,18969,Subscriber,1940,male,""
472,2018-05-21 14:57:34.714,2018-05-21 15:05:26.890,499,Broadway & W 60 St,40.76915505,-73.98191841,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,30649,Subscriber,1948,male,""
1662,2015-11-15 15:51:51,2015-11-15 16:19:34,493,W 45 St & 6 Ave,40.7568001,-73.98291153,329,Greenwich St & N Moore St,40.72043411,-74.01020609,23688,Subscriber,1952,male,""
253,2017-11-09 07:03:39,2017-11-09 07:07:53,239,Willoughby St & Fleet St,40.69196566,-73.9813018,310,State St & Smith St,40.68926942,-73.98912867,32630,Subscriber,1996,female,""
162,2017-09-17 15:33:58,2017-09-17 15:36:41,504,1 Ave & E 16 St,40.73221853,-73.98165557,487,E 20 St & FDR Drive,40.73314259,-73.97573881,26394,Subscriber,1996,male,""
351,2017-04-16 03:58:03,2017-04-16 04:03:54,432,E 7 St & Avenue A,40.72621788,-73.98379855,335,Washington Pl & Broadway,40.72903917,-73.99404649,25480,Subscriber,1996,male,""
844,2018-02-15 10:01:02.940,2018-02-15 10:15:07.080,3160,Central Park West & W 76 St,40.77896784,-73.97374737,456,E 53 St & Madison Ave,40.7597108,-73.97402311,19472,Subscriber,1949,male,""
176,2017-05-11 07:33:41,2017-05-11 07:36:37,237,E 11 St & 2 Ave,40.73047309,-73.98672378,335,Washington Pl & Broadway,40.72903917,-73.99404649,27940,Subscriber,1996,male,""
720,2016-05-02 21:03:46,2016-05-02 21:15:46,238,Bank St & Washington St,40.7361967,-74.00859207,335,Washington Pl & Broadway,40.72903917,-73.99404649,23711,Subscriber,1996,male,""
665,2015-07-23 14:01:01,2015-07-23 14:12:07,462,W 22 St & 10 Ave,40.74691959,-74.00451887,458,11 Ave & W 27 St,40.751396,-74.005226,18029,Subscriber,1952,male,""
1006,2013-11-11 16:22:26,2013-11-11 16:39:12,319,Park Pl & Church St,40.71336124,-74.00937622,521,8 Ave & W 31 St,40.75044999,-73.99481051,20165,Subscriber,1950,male,""
1009,2017-11-29 12:48:57,2017-11-29 13:05:47,314,Cadman Plaza West & Montague St,40.69383,-73.990539,146,Hudson St & Reade St,40.71625008,-74.0091059,29760,Subscriber,1949,male,""
338,2016-03-01 07:59:45,2016-03-01 08:05:24,468,Broadway & W 55 St,40.7652654,-73.98192338,480,W 53 St & 10 Ave,40.76669671,-73.99061728,23441,Subscriber,1942,male,""
523,2016-02-09 12:44:08,2016-02-09 12:52:52,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,442,W 27 St & 7 Ave,40.746647,-73.993915,16513,Subscriber,1950,male,""
145,2017-11-05 09:50:30,2017-11-05 09:52:56,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,3350,W 100 St & Broadway,40.7973721,-73.97041192,27591,Subscriber,1999,male,""
205,2016-07-06 08:47:58,2016-07-06 08:51:24,285,Broadway & E 14 St,40.73454567,-73.99074142,335,Washington Pl & Broadway,40.72903917,-73.99404649,16626,Subscriber,1997,female,""
360,2014-09-19 20:18:05,2014-09-19 20:24:05,497,E 17 St & Broadway,40.73704984,-73.99009296,470,W 20 St & 8 Ave,40.74345335,-74.00004031,17292,Subscriber,1939,male,""
860,2017-08-06 12:40:48,2017-08-06 12:55:08,432,E 7 St & Avenue A,40.72621788,-73.98379855,348,W Broadway & Spring St,40.72490985,-74.00154702,19501,Subscriber,1951,male,""
1646,2017-07-27 14:42:19,2017-07-27 15:09:46,3167,Amsterdam Ave & W 73 St,40.779668090073123,-73.980930447578416,3343,W 107 St & Columbus Ave,40.7997568,-73.9621128676,30061,Subscriber,1997,female,""
268,2017-10-25 21:36:59,2017-10-25 21:41:28,536,1 Ave & E 30 St,40.74144387,-73.97536082,518,E 39 St & 2 Ave,40.74780373,-73.9734419,28567,Subscriber,1997,male,""
440,2016-06-30 10:18:16,2016-06-30 10:25:37,3002,South End Ave & Liberty St,40.711512,-74.015756,276,Duane St & Greenwich St,40.71748752,-74.0104554,16677,Subscriber,1947,male,""
6048,2017-04-30 08:24:10,2017-04-30 10:04:59,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,225,W 14 St & The High Line,40.74195138,-74.00803013,17944,Subscriber,1997,female,""
393,2017-06-27 12:07:27,2017-06-27 12:14:01,3466,W 45 St & 6 Ave,40.756687206031792,-73.982577323913574,515,W 43 St & 10 Ave,40.76009437,-73.99461843,28937,Subscriber,1951,male,""
765,2016-09-30 23:47:01,2016-09-30 23:59:46,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,16577,Subscriber,1944,male,""
320,2016-08-17 18:57:02,2016-08-17 19:02:23,545,E 23 St & 1 Ave,40.736502,-73.97809472,475,E 16 St & Irving Pl,40.73524276,-73.98758561,23104,Subscriber,1996,female,""
1166,2015-09-15 11:54:43,2015-09-15 12:14:09,3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,17434,Subscriber,1945,male,""
1616,2014-02-10 16:00:28,2014-02-10 16:27:24,468,Broadway & W 55 St,40.7652654,-73.98192338,446,W 24 St & 7 Ave,40.74487634,-73.99529885,16299,Subscriber,1942,male,""
267,2017-07-23 20:57:41,2017-07-23 21:02:09,146,Hudson St & Reade St,40.71625008,-74.0091059,328,Watts St & Greenwich St,40.72405549,-74.00965965,30124,Subscriber,1997,female,""
1446,2017-05-18 16:37:30,2017-05-18 17:01:37,392,Jay St & Tech Pl,40.695065,-73.987167,2012,E 27 St & 1 Ave,40.739445,-73.976806,26036,Subscriber,1996,male,""
369,2016-08-09 14:21:23,2016-08-09 14:27:33,417,Barclay St & Church St,40.71291224,-74.01020234,386,Centre St & Worth St,40.71494807,-74.00234482,19775,Subscriber,1950,male,""
996,2017-10-13 15:50:34,2017-10-13 16:07:11,3167,Amsterdam Ave & W 73 St,40.779668090073123,-73.980930447578416,3447,E 71 St & 1 Ave,40.76703432309872,-73.95622730255127,15485,Subscriber,1950,male,""
614,2014-01-31 05:24:07,2014-01-31 05:34:21,488,W 39 St & 9 Ave,40.75645824,-73.99372222,463,9 Ave & W 16 St,40.74206539,-74.00443172,21212,Subscriber,1949,male,""
406,2016-06-14 17:49:06,2016-06-14 17:55:52,445,E 10 St & Avenue A,40.72740794,-73.98142006,229,Great Jones St,40.72743423,-73.99379025,25587,Subscriber,1996,male,""
509,2017-06-09 12:33:23,2017-06-09 12:41:52,297,E 15 St & 3 Ave,40.734232,-73.986923,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,25149,Subscriber,1997,male,""
292,2017-09-24 13:08:54,2017-09-24 13:13:46,391,Clark St & Henry St,40.69760127,-73.99344559,322,Clinton St & Tillary St,40.696192,-73.991218,20508,Customer,1997,female,""
566,2017-08-14 02:20:34,2017-08-14 02:30:00,405,Washington St & Gansevoort St,40.739323,-74.008119,3259,9 Ave & W 28 St,40.749370241932773,-73.999233841896057,16751,Subscriber,1998,male,""
701,2015-12-24 16:17:44,2015-12-24 16:29:25,520,W 52 St & 5 Ave,40.75992262,-73.97648516,515,W 43 St & 10 Ave,40.76009437,-73.99461843,24153,Subscriber,1999,male,""
336,2014-10-14 17:05:45,2014-10-14 17:11:21,345,W 13 St & 6 Ave,40.73649403,-73.99704374,116,W 17 St & 8 Ave,40.74177603,-74.00149746,21333,Subscriber,1946,male,""
1031,2014-08-02 14:11:00,2014-08-02 14:28:11,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,17323,Subscriber,1946,female,""
1094,2016-09-07 19:46:47,2016-09-07 20:05:01,279,Peck Slip & Front St,40.707873,-74.00167,445,E 10 St & Avenue A,40.72740794,-73.98142006,26411,Subscriber,1996,male,""
423,2014-08-04 13:50:33,2014-08-04 13:57:36,499,Broadway & W 60 St,40.76915505,-73.98191841,510,W 51 St & 6 Ave,40.7606597,-73.98042047,18008,Subscriber,1945,male,""
1359,2017-08-20 14:23:04,2017-08-20 14:45:44,504,1 Ave & E 16 St,40.73221853,-73.98165557,491,E 24 St & Park Ave S,40.74096374,-73.98602213,19454,Subscriber,1997,female,""
1794,2016-01-27 16:49:12,2016-01-27 17:19:07,433,E 13 St & Avenue A,40.72955361,-73.98057249,433,E 13 St & Avenue A,40.72955361,-73.98057249,17125,Subscriber,1946,male,""
969,2017-07-20 08:30:37,2017-07-20 08:46:47,458,11 Ave & W 27 St,40.751396,-74.005226,328,Watts St & Greenwich St,40.72405549,-74.00965965,17792,Subscriber,1997,female,""
448,2018-02-06 07:01:21.120,2018-02-06 07:08:49.135,3243,E 58 St & 1 Ave,40.75892386377695,-73.962262272834778,3376,E 65 St & 2 Ave,40.764718519443392,-73.962220698595047,21535,Subscriber,1945,male,""
1641,2017-11-25 14:26:12,2017-11-25 14:53:33,386,Centre St & Worth St,40.71494807,-74.00234482,3474,6 Ave & Spring St,40.7252556952547,-74.004120826721191,32184,Customer,1997,male,""
278,2017-07-20 09:28:35,2017-07-20 09:33:13,3226,W 82 St & Central Park West,40.78275,-73.97137,3165,Central Park West & W 72 St,40.775793766836657,-73.9762057363987,28658,Subscriber,1999,male,""
269,2013-09-17 09:34:22,2013-09-17 09:38:51,314,Montague St & Clinton St,40.69424674,-73.99215922,391,Clark St & Henry St,40.69760127,-73.99344559,20082,Subscriber,1942,male,""
388,2017-07-02 22:25:04,2017-07-02 22:31:32,3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,3226,W 82 St & Central Park West,40.78275,-73.97137,28492,Subscriber,1952,male,""
1897,2016-06-24 14:25:20,2016-06-24 14:56:57,497,E 17 St & Broadway,40.73704984,-73.99009296,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,23425,Subscriber,1997,male,""
771,2016-09-15 07:52:57,2016-09-15 08:05:49,332,Cherry St,40.71219906,-73.97948148,224,Spruce St & Nassau St,40.71146364,-74.00552427,17646,Subscriber,1943,female,""
1186,2015-04-06 15:32:14,2015-04-06 15:52:00,461,E 20 St & 2 Ave,40.73587678,-73.98205027,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,16517,Subscriber,1942,male,""
400,2017-07-17 20:02:18,2017-07-17 20:08:59,150,E 2 St & Avenue C,40.7208736,-73.98085795,3263,Cooper Square & E 7 St,40.729236499100061,-73.990868031978607,28549,Subscriber,1996,male,""
569,2015-08-04 11:16:42,2015-08-04 11:26:11,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,468,Broadway & W 55 St,40.7652654,-73.98192338,22117,Subscriber,1948,male,""
436,2014-12-11 13:34:30,2014-12-11 13:41:46,335,Washington Pl & Broadway,40.72903917,-73.99404649,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,17400,Subscriber,1949,male,""
313,2017-11-17 13:38:20,2017-11-17 13:43:34,3328,W 100 St & Manhattan Ave,40.795,-73.9645,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,30418,Subscriber,1998,male,""
1125,2018-02-14 19:14:11.529,2018-02-14 19:32:57.150,2003,1 Ave & E 18 St,40.733812191966315,-73.980544209480286,525,W 34 St & 11 Ave,40.75594159,-74.0021163,15013,Subscriber,1900,male,""
960,2014-11-11 09:08:38,2014-11-11 09:24:38,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,257,Lispenard St & Broadway,40.71939226,-74.00247214,18291,Subscriber,1952,male,""
492,2017-07-30 11:33:32,2017-07-30 11:41:44,376,John St & William St,40.70862144,-74.00722156,257,Lispenard St & Broadway,40.71939226,-74.00247214,27525,Subscriber,1998,female,""
1365,2018-01-27 10:23:10.602,2018-01-27 10:45:55.743,385,E 55 St & 2 Ave,40.75797322,-73.96603308,3497,Pleasant Ave & E 116 St,40.7949879,-73.9333349,30411,Subscriber,1948,male,""
63,2016-07-11 17:59:21,2016-07-11 18:00:24,415,Pearl St & Hanover Square,40.7047177,-74.00926027,337,Old Slip & Front St,40.7037992,-74.00838676,17109,Subscriber,1947,male,""
711,2013-10-31 09:00:25,2013-10-31 09:12:16,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,15159,Subscriber,1996,male,""
2653,2016-03-22 12:33:52,2016-03-22 13:18:06,396,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,167,E 39 St & 3 Ave,40.7489006,-73.97604882,19606,Subscriber,1951,male,""
526,2015-08-14 08:24:13,2015-08-14 08:32:59,358,Christopher St & Greenwich St,40.73291553,-74.00711384,249,Harrison St & Hudson St,40.71870987,-74.0090009,22312,Subscriber,1948,male,""
315,2017-05-16 14:54:47,2017-05-16 15:00:03,368,Carmine St & 6 Ave,40.73038599,-74.00214988,223,W 13 St & 7 Ave,40.73781509,-73.99994661,15964,Subscriber,1946,male,""
315,2017-11-09 09:21:31,2017-11-09 09:26:46,127,Barrow St & Hudson St,40.73172428,-74.00674436,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,28964,Subscriber,1996,male,""
346,2018-05-26 12:14:21.482,2018-05-26 12:20:08.420,400,Pitt St & Stanton St,40.71926081,-73.98178024,307,Canal St & Rutgers St,40.71427487,-73.98990025,32660,Subscriber,2001,male,""
513,2015-02-25 06:13:00,2015-02-25 06:22:00,515,W 43 St & 10 Ave,40.76009437,-73.99461843,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,17593,Subscriber,1947,male,""
2571,2014-12-13 21:44:58,2014-12-13 22:27:49,303,Mercer St & Spring St,40.72362738,-73.99949601,250,Lafayette St & Jersey St,40.72456089,-73.99565293,17601,Subscriber,1998,male,""
1449,2013-12-19 09:23:34,2013-12-19 09:47:43,116,W 17 St & 8 Ave,40.74177603,-74.00149746,260,Broad St & Bridge St,40.70365182,-74.01167797,16877,Subscriber,1948,male,""
2020,2017-07-19 11:59:36,2017-07-19 12:33:16,3256,Pier 40 - Hudson River Park,40.7277140777778,-74.011295735836029,408,Market St & Cherry St,40.71076228,-73.99400398,17809,Subscriber,1999,female,""
1232,2018-05-11 08:15:10.058,2018-05-11 08:35:42.949,504,1 Ave & E 16 St,40.73221853,-73.98165557,466,W 25 St & 6 Ave,40.74395411,-73.99144871,17593,Subscriber,1942,male,""
611,2015-09-16 08:31:00,2015-09-16 08:41:11,302,Avenue D & E 3 St,40.72082834,-73.97793172,531,Forsyth St & Broome St,40.71893904,-73.99266288,17091,Subscriber,1951,female,""
882,2015-05-25 20:54:07,2015-05-25 21:08:50,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,164,E 47 St & 2 Ave,40.75323098,-73.97032517,19722,Subscriber,1996,male,""
1302,2017-10-20 11:04:18,2017-10-20 11:26:01,434,9 Ave & W 18 St,40.74317449,-74.00366443,355,Bayard St & Baxter St,40.71602118,-73.99974372,31444,Subscriber,1951,male,""
1010,2017-06-29 10:36:17,2017-06-29 10:53:08,517,Pershing Square South,40.751581,-73.97791,3427,Lafayette St & Jersey St,40.724305272503322,-73.996009826660156,28142,Subscriber,1945,male,""
985,2015-04-27 18:43:57,2015-04-27 19:00:22,312,Allen St & E Houston St,40.722055,-73.989111,442,W 27 St & 7 Ave,40.746647,-73.993915,18680,Subscriber,1997,male,""
149,2015-08-27 05:41:40,2015-08-27 05:44:09,306,Cliff St & Fulton St,40.70823502,-74.00530063,351,Front St & Maiden Ln,40.70530954,-74.00612572,22611,Subscriber,1952,male,""
1268,2018-04-25 20:14:01.274,2018-04-25 20:35:09.415,3176,W 64 St & West End Ave,40.77452835,-73.98753759,546,E 30 St & Park Ave S,40.74444921,-73.98303529,26031,Subscriber,1997,male,""
547,2015-03-27 19:03:00,2015-03-27 19:13:00,494,W 26 St & 8 Ave,40.74734825,-73.99723551,496,E 16 St & 5 Ave,40.73726186,-73.99238967,16149,Subscriber,1996,female,""
358,2017-10-04 19:44:56,2017-10-04 19:50:55,326,E 11 St & 1 Ave,40.72953837,-73.98426726,335,Washington Pl & Broadway,40.72903917,-73.99404649,16600,Subscriber,1996,male,""
290,2018-05-17 17:48:38.886,2018-05-17 17:53:29.529,305,E 58 St & 3 Ave,40.76095756,-73.96724467,3231,E 67 St & Park Ave,40.767800801481322,-73.965920805931091,26349,Subscriber,1948,male,""
268,2018-01-16 15:30:14.751,2018-01-16 15:34:43.562,2009,Catherine St & Monroe St,40.71117444,-73.99682619,387,Centre St & Chambers St,40.71273266,-74.0046073,31182,Subscriber,1940,female,""
1338,2016-07-25 17:02:17,2016-07-25 17:24:35,482,W 15 St & 7 Ave,40.73935542,-73.99931783,394,E 9 St & Avenue C,40.72521311,-73.97768752,25794,Subscriber,1951,male,""
732,2014-05-23 16:05:07,2014-05-23 16:17:19,490,8 Ave & W 33 St,40.751551,-73.993934,238,Bank St & Washington St,40.7361967,-74.00859207,20703,Subscriber,1997,male,""
674,2018-04-24 08:34:44.756,2018-04-24 08:45:59.431,3235,E 41 St & Madison Ave,40.752165280621966,-73.979921936988816,442,W 27 St & 7 Ave,40.746647,-73.993915,30981,Subscriber,1952,female,""
377,2014-09-30 18:50:52,2014-09-30 18:57:09,363,West Thames St,40.70834698,-74.01713445,147,Greenwich St & Warren St,40.71542197,-74.01121978,17832,Subscriber,1945,male,""
314,2017-09-11 07:22:27,2017-09-11 07:27:41,3326,Clinton St & Centre St,40.67434,-74.00194698,3384,Smith St & 3 St,40.6787242,-73.99599099,25834,Subscriber,1998,male,""
423,2017-05-12 18:44:04,2017-05-12 18:51:08,345,W 13 St & 6 Ave,40.73649403,-73.99704374,116,W 17 St & 8 Ave,40.74177603,-74.00149746,27364,Subscriber,1998,male,""
1293,2017-08-05 13:22:05,2017-08-05 13:43:38,304,Broadway & Battery Pl,40.70463334,-74.01361706,268,Howard St & Centre St,40.71910537,-73.99973337,16802,Customer,1997,male,""
261,2015-07-08 16:15:18,2015-07-08 16:19:40,498,Broadway & W 32 St,40.74854862,-73.98808416,472,E 32 St & Park Ave,40.7457121,-73.98194829,20533,Subscriber,1951,male,""
613,2014-06-07 09:03:09,2014-06-07 09:13:22,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,317,E 6 St & Avenue B,40.72453734,-73.98185424,21662,Subscriber,1947,male,""
553,2014-05-18 16:06:44,2014-05-18 16:15:57,492,W 33 St & 7 Ave,40.75019995,-73.99093085,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,21356,Subscriber,1951,male,""
272,2015-08-08 08:50:59,2015-08-08 08:55:31,428,E 3 St & 1 Ave,40.72467721,-73.98783413,393,E 5 St & Avenue C,40.72299208,-73.97995466,18501,Subscriber,1940,male,""
797,2016-07-25 11:56:49,2016-07-25 12:10:07,251,Mott St & Prince St,40.72317958,-73.99480012,330,Reade St & Broadway,40.71450451,-74.00562789,25953,Subscriber,1949,male,""
